"title","link","img"
"ABD'den sonra Paraguay da büyükelçiliğini Kudüs'e taşıdı!ABD ve Guatemala'dan sonra Güney Amerika ülkelerinden Paraguay da İsrail Büyükelçiliği'ni Tel Aviv'den Kudüs'e nakletti.ampHürriyet37 dakika öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEFBHgMHMxCjKmm4Kv6-kZ9IqGAgEKg8IACoHCAowoOGfCTDgxG8wz6SiAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/nH2yxwxy-6PdeKnAtMbqphN-Ft6gyjOtVz9vEWfUb7t6hIrC9opOGb7Ont0507_6vJE-KgS1fLJJSGT0Kg=pf-w200-h200"
"Son dakika... Patlama sesleri duyuldu! İran ordusu...Suriye'nin başkenti Şam yakınlarındaki İran üssünde şiddetli patlama sesleri duyulduğu bildiriliyor. İsrail ordusunun söz konusu hedefi vurmuş olma ihtimali ...ampMilliyetbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEG4VbSPe698FGvzXYxtKlHEqFwgEKg8IACoHCAowraTwAzC2tx0wkY5V?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/G4pnXUlutPqoaChz8Pof1JnMpFT8UvhP6Q6uknFJ9jBOdsOV32yK9QbiNZK9oq1T7LtwcXGF-pZcCPG6cqEl=pf-w200-h200"
"Yemen’den Suudi Arabistan’a bir balistik füze dahaSuudi Arabistan ile Yemen arasında tansiyon düşmüyor. Son dönemde Yemen'den Suudi Arabistan'a atılan füzelerin sayısı artarken sıcak bir gelişme de bu ...ampSözcübugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEOkHOBMUFTtuHImAQqueNGcqGAgEKg8IACoHCAow95-hCTDPyXEwjIePAw?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/zz3Kdzd6SI0SK6EpYFkURjsyiRScb1zMWIilJB_M5OQ7hJ90Gz5N7U3ZQyPE_tYPsjgFJppgvMWiT4PrgYk=pf-w200-h200"
"Son dakika... Onur Air uçağı Rusya'da acil iniş yaptıTürk havayolu şirketi Onur Air'e ait Antalya'dan Çelyabinsk'e giden uçak Volgograd'da acil iniş yaptı.ampMilliyet3 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEMVW9TIMHzZbmqhlEY_vJKMqGAgEKg8IACoHCAowraTwAzC2tx0wi4edAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/woTbOt784UsTBmIi_vyf-NMnKbUv_ve3SDTRfG4Gj_iTzMuy9zGhCUbVHpaR9YaXZpSTsYcc1o4MF_Wfafg=pf-w200-h200"
"Eşi 5 gün gitti, adını unuttu!ABD Başkanı Donald Trump'ın eşi Melania Trump, ""Benign böbrek sendromu"" sebebiyle hastanede 5 gün kaldıktan sonra Beyaz Saray'a döndü. Başkan Trump ...ampHabertürk5 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CBMiPWh0dHA6Ly93d3cuaGFiZXJ0dXJrLmNvbS9lc2ktNS1ndW4tZ2l0dGktYWRpbmktdW51dHR1LTE5NzYyMzXSAXxodHRwczovL20taGFiZXJ0dXJrLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9tLmhhYmVydHVyay5jb20vZXNpLTUtZ3VuLWdpdHRpLWFkaW5pLXVudXR0dS0xOTc2MjM1LWFtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0x?hl=tr&gl=TR&ceid=TR%3Atr","https://lh6.googleusercontent.com/proxy/vUGiS0Xd_kk5oXYel-DPpLapP1qznbsTQEVx9QEqvrtJLpXog1asxlKOfW2Ofh46TVS6SpJgWQMGvXDvbE8lZoDFDIXa2lbxhAKOO7Hvj2lywfYyzXST=pf-w200-h200"
"Maduro ne kadar oy aldıDevlet Başkanı Nicolas Maduro, 5 milyon 800 bin oy ve yüzde 68 oran ile yeniden devlet başkanı seçildi.Odatvbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CBMiN2h0dHBzOi8vb2RhdHYuY29tL21hZHVyby1uZS1rYWRhci1veS1hbGRpLTIxMDUxODQ0Lmh0bWzSAQA?hl=tr&gl=TR&ceid=TR%3Atr","https://drive.google.com/file/d/1o_a7qyvWlg2c8zJ9S1SMSADxnWlJ2B0T/view?usp=sharing"
"‘Suikast’ iddialarına yanıt: Tehditler bizi bu yoldan alıkoyamazCUMHURBAŞKANI Tayyip Erdoğan, Bosna Hersek'te kendisine suikast yapılacağı iddialarıyla ilgili “Bu tür tehditler, operasyonlar, şunlar bunlar bizi bu yoldan ...ampHürriyetbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEMw6pvvL7o_E9HBe5vx6C-4qGAgEKg8IACoHCAowoOGfCTDgxG8w7oWiAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/6BfMRTnIrFlVlqBsRuq0o7DRofk6ONPzODqUv_n7C0v1TlQk3puivmqr_vBag8TNncXXsus3QcxJJ_4r9Ts=pf-w200-h200"
"Gelişen ülke paraları, ticaret savaşındaki ateşkesin ardından düşüşte - BLOOMBERG HTAsya para birimlerinin çoğu, ABD ile Çin arasındaki ticaret savaşında ateşkes ilanının dolarda yükselişe neden olmasıyla değer kaybetti. Asya Borsaları yükseldi ...ampBloombergHT2 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CBMidmh0dHA6Ly93d3cuYmxvb21iZXJnaHQuY29tL2hhYmVybGVyL2hhYmVyLzIxMjI1NjYtZ2VsaXNlbi11bGtlLXBhcmFsYXJpLXRpY2FyZXQtc2F2YXNpbmRha2ktYXRlc2tlc2luLWFyZGluZGFuLWR1c3VzdGXSAb0BaHR0cHM6Ly93d3ctYmxvb21iZXJnaHQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJsb29tYmVyZ2h0LmNvbS9oYWJlcmxlci9oYWJlci1hbXAvMjEyMjU2Ni1nZWxpc2VuLXVsa2UtcGFyYWxhcmktdGljYXJldC1zYXZhc2luZGFraS1hdGVza2VzaW4tYXJkaW5kYW4tZHVzdXN0ZT9hbXBfanNfdj0wLjEjd2Vidmlldz0x?hl=tr&gl=TR&ceid=TR%3Atr","https://lh6.googleusercontent.com/proxy/PTxx1K-NTG3esIGIZZflzw6znHA93ORkdheRZZcvyXXBkRgLqBIQgdiOX4Vl4qNsj1a8EG0eht9cT1DUEgLyJybFtngzOeMRq1wRrEE_51EeUagUYTc1O5IksTOuf_Lr548acXCppcHUjVdt5e3lyPKOfRpFZOf10ioHMMDxQst_BHVqFOY=pf-w200-h200"
"Akıllara zarar 'Filistin' planı! Dünya ayaklanacakİsrail büyükelçiliğini Kudüs'e taşıyarak kaosun fitilini ateşleyen ABD Başkanı Donald Trump'ın, başkenti Ebu Dis olan sınırlı bir Filistin devleti kurulmasını ...ampHaber73 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEEYhSh-pfKmwlNzVCy7W5pUqGAgEKg8IACoHCAowoMueCTDTim4w1f-cAg?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/Qk7TNg5YmbX3zXv0mipZROeHDIYS15sWTL8gOr_6D7uHBFdKjV-FXrMXHDKMsfqLJLa0mHzxmKeO1-ZVcQ=pf-w200-h200"
"Alman basınından bomba iddia: AB, Rusya ve Çin'den ortak hamleAlmanya, Fransa, İngiltere, Rusya ve Çin, İran ile nükleer anlaşmayı kurtarmak için bir araya geliyor. Alman medyasındaki haberlere göre toplantı bu hafta ...ampMilliyetbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEJ_E2y_XhgZLaZQ9TIcCYDMqGAgEKg8IACoHCAowraTwAzC2tx0w0q7OBQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/lMRaR8bYZPEIhgyRwkAWjQIeRQxwBNi761oOGP0YMTjpYOW3rSldTLOH9_DELldze6E8lIcRfizFLZSzrVaW=pf-w200-h200"
