"title","link","img"
"HDP eş başkanlarının aday olduğu iller belli olduHDP, MYK milletvekili aday listesine son şeklini vermek için toplandı.Duvar'ın haberine göre, HDP Eş Başkanı Pervin Buldan İstanbul'dan, HDP Eş Başkanı ...soL portal2 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEIxUp_M66VY-mCeUiBq9IoUqGAgEKg8IACoHCAowuuWfCTDbwm8wv6-hAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/TnjSg_Mngbb4dyAS91QIqxBZi_n5ml6KQbe-YfLholvqlUghi04PyfozedmddfX5R1SBi7-JeOUWDi4xmdo5=pf-w200-h200"
"Survivor eleme adayları kimler? Survivor dokunulmazlık oyunu kim kazandı?Survivor'da 4 yarışmacı eleme adayı oldu. Dominik'te tüm heyecanıyla süren Survivor'da bir konsey daha yaşandı. Gönüllüler takımı iki kez dokunulmazlık ...ampSporxbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEModQMXTsIQzRs4FUEMe_uoqGAgEKg8IACoHCAowp8fTATCq8zUwi--cAg?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/ha5ksEU14_VTcMJpqTR-jns3pV-MSBgUu9XRPGImm-akncvn2aIlqe_ybNR6USdKtrRslqdQvedlYJvL5Q=pf-w200-h200"
"Hareket sürer mi?Merkez Bankası'nın sözlü müdahaleleri doların ateşini söndüremiyor. PPK tarihinden önce olağanüstü toplantı yapar mı? Beklenti rutin tarihinde olacağı ...ampVatanbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CBMiTmh0dHA6Ly93d3cuZ2F6ZXRldmF0YW4uY29tL2FsaS1hZ2FvZ2x1LTExNjc5OTQteWF6YXIteWF6aXNpLWhhcmVrZXQtc3VyZXItbWktL9IBjwFodHRwczovL20tZ2F6ZXRldmF0YW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L20uZ2F6ZXRldmF0YW4uY29tL2FtcC9hbGktYWdhb2dsdS0xMTY3OTk0LXlhemFyLXlhemlzaS1oYXJla2V0LXN1cmVyLW1pLS8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/proxy/eIMgrz-si5sedlYL0HqnSKaN_C2EyKA-CXGVdMtQC3BGOa3azvr3WlU_XFh-U5f4JiZnO0C-HdnUh32r0rA_tVDY5S9Kq6xX--3TMV-vaw82mmUDet4WVgTbEB2hOOf36WUaMUPrdfZEBA=pf-w200-h200"
"Muharrem İnce, iptal ettiği Zonguldak ve Bartın mitinglerini yapma kararı aldıCHP'nin cumhurbaşkanı adayı Muharrem İnce'nin iptal edildiği duyurulan Bartın ve Zonguldak mitinglerinin bugün yapılacağı duyuruldu.ampSputnik Türkiye2 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CBMiUWh0dHBzOi8vdHIuc3B1dG5pa25ld3MuY29tL3R1cmtpeWUvMjAxODA1MjExMDMzNTI1NDI4LW11aGFycmVtLWluY2UtaXB0YWwtbWl0aW5nL9IBlgFodHRwczovL3RyLXNwdXRuaWtuZXdzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3RyLnNwdXRuaWtuZXdzLmNvbS9hbXAvdHVya2l5ZS8yMDE4MDUyMTEwMzM1MjU0MjgtbXVoYXJyZW0taW5jZS1pcHRhbC1taXRpbmcvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTE?hl=tr&gl=TR&ceid=TR%3Atr","https://lh4.googleusercontent.com/proxy/ogn5s6zDswgJBuHBcRfSp0h_mNHO_IPJJsQIQYy-lkMoqz_9Aydc8C0LHzA-O1JfPApvWchSoKUC6xHBAlUTdEY7CXeYKfxsbtSobdsCcB8Ol6DbKQ=pf-w200-h200"
"İstanbul Boğazı'nda alarm! Dev platform geçiyorBahama bayraklı petrol platformu İstanbul Boğazı'ndan geçiyor.ampHaber74 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEKQ9GzKM06UlTYgGeCQkh-0qGAgEKg8IACoHCAowoMueCTDTim4wlfKcAg?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/7NmShbWLBKt0Q8BOnbjg5J3GF4b4n-Nv2HDAimqxVU078kwBTXSkOndmnPTpZBJvH_Wuiw1CI-Mui90uSqmN=pf-w200-h200"
"Meteorolojiden Ankara İçin Bir Kritik Uyarı Daha!Ankara'da yaşanan sel hayatı olumsuz yönde etkilerken meteoroloji bugün öğle saatlerinden sonra kısa süreli ve yerel olmak üzere sağanak ve gök gürültülü ...ampHaberler.com4 saat öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEL8uE9X4yCAu8CIB7bHFmnIqGAgEKg8IACoHCAow2bifCTDAiW8woMmfAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/4zWexNWgmeK85wcJs-4U_P0CgmU08f0gIGxrvtmP5-ucaIq6MOF2RGi-10b0o1CKz5EOfHaqGfD8krL-mQ=pf-w200-h200"
"Düzce Üniversitesi 92 Sözleşmeli Personel AlacakDÜZCE ÜNİVERSİTESİ REKTÖRLÜĞÜ. SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ. 4/B (SÖZLEŞMELİ PERSONEL) ALIM İLANI. Üniversitemiz Araştırma ...Memurlarbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CBMiWmh0dHBzOi8vaWxhbi5tZW11cmxhci5uZXQvaWxhbi80MjA4MC9kdXpjZS11bml2ZXJzaXRlc2ktOTItc296bGVzbWVsaS1wZXJzb25lbC1hbGFjYWsuaHRtbNIBAA?hl=tr&gl=TR&ceid=TR%3Atr","https://drive.google.com/file/d/1o_a7qyvWlg2c8zJ9S1SMSADxnWlJ2B0T/view?usp=sharing"
"Turkcell, 19 Mayıs mesajında Atatürk'e yer vermedi!Turkcell gazetelere verdiği kutlama mesajında, 19 Mayıs Atatürk'ü Anma Gençlik ve Spor Bayramı isminden 'Atatürk'ü Anma' bölümünü çıkardı.İlanda, ""Türk ...soL portal2 gün öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEMWK6U_upMGSdym8GKmwcAcqGAgEKg8IACoHCAowuuWfCTDbwm8wv6-hAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/zn5HYwo6b1BT9uZuJb5nb3dJKekxgK6i8YpNtTGqOXjclSS3KTD_iYL8NtHyUDFkCLjXTIJJzrGu_1Xy0aUe=pf-w200-h200"
"ABD'den sonra Paraguay da büyükelçiliğini Kudüs'e taşıdı!ABD ve Guatemala'dan sonra Güney Amerika ülkelerinden Paraguay da İsrail Büyükelçiliği'ni Tel Aviv'den Kudüs'e nakletti.ampHürriyet37 dakika öncebookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEFBHgMHMxCjKmm4Kv6-kZ9IqGAgEKg8IACoHCAowoOGfCTDgxG8wz6SiAQ?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/nH2yxwxy-6PdeKnAtMbqphN-Ft6gyjOtVz9vEWfUb7t6hIrC9opOGb7Ont0507_6vJE-KgS1fLJJSGT0Kg=pf-w200-h200"
"Son dakika... Patlama sesleri duyuldu! İran ordusu...Suriye'nin başkenti Şam yakınlarındaki İran üssünde şiddetli patlama sesleri duyulduğu bildiriliyor. İsrail ordusunun söz konusu hedefi vurmuş olma ihtimali ...ampMilliyetbugünbookmark_bordersharemore_vert","https://news.google.com/articles/CAIiEG4VbSPe698FGvzXYxtKlHEqFwgEKg8IACoHCAowraTwAzC2tx0wkY5V?hl=tr&gl=TR&ceid=TR%3Atr","https://lh3.googleusercontent.com/G4pnXUlutPqoaChz8Pof1JnMpFT8UvhP6Q6uknFJ9jBOdsOV32yK9QbiNZK9oq1T7LtwcXGF-pZcCPG6cqEl=pf-w200-h200"
